date_time,Tdb,RH,SR_global,SR_direct,SR_diffuse,tot_e_pw(kw)
21/08/2017 09:10,29.5,82,592,645,142,4056.609888
21/08/2017 09:20,29.6,80,632,683,140,4059.263859
21/08/2017 09:30,29.8,78,667,703,143,4078.377665
21/08/2017 09:40,29.9,78,693,713,141,4088.261803
21/08/2017 09:50,30,78,729,739,140,4090.656161
21/08/2017 10:00,30.2,77,755,753,136,4108.870496
21/08/2017 10:10,30.4,76,783,766,134,4110.485743
21/08/2017 10:20,30.7,74,804,766,137,4109.410776
21/08/2017 10:30,31,71,824,764,146,4109.546139
21/08/2017 10:40,31.2,69,852,776,149,4111.697605
21/08/2017 10:50,31.4,69,872,784,144,4106.070084
21/08/2017 11:00,31.5,68,885,778,152,4100.03546
21/08/2017 11:10,31.6,67,903,784,152,4101.714994
21/08/2017 11:20,31.7,66,914,777,154,4089.148839
21/08/2017 11:30,31.9,65,933,787,162,4066.010849
21/08/2017 11:40,32.1,64,934,779,157,4050.712015
21/08/2017 11:50,32.4,64,948,766,177,4028.098257
21/08/2017 12:00,32.5,63,945,733,199,3991.81143
21/08/2017 12:10,32.6,63,966,731,220,3967.149364
21/08/2017 12:20,32.8,64,883,641,225,3932.552845
21/08/2017 12:30,32.8,63,922,683,220,3887.926628
21/08/2017 12:40,33,62,972,741,218,3841.86585
21/08/2017 12:50,33.1,62,959,732,216,3780.549854
21/08/2017 13:00,33.2,62,936,715,214,3703.84775
21/08/2017 13:10,33.6,60,949,737,217,3629.213559
21/08/2017 13:20,33.6,59,951,761,197,3555.723842
21/08/2017 13:30,33.8,59,920,720,220,3485.169505
21/08/2017 13:40,33.7,59,909,702,230,3427.522625
21/08/2017 13:50,33.7,58,880,666,248,3405.331842
21/08/2017 14:00,33.9,59,897,643,295,3412.344284
21/08/2017 14:10,33.9,59,847,593,304,3608.495885
21/08/2017 14:20,33.8,58,812,536,327,3750.937457
21/08/2017 14:30,34,59,769,519,309,3844.653438
21/08/2017 14:40,34.3,58,757,504,323,3920.863405
21/08/2017 14:50,34.1,58,387,104,275,3987.220451
21/08/2017 15:00,34,59,707,457,337,4000.010398
21/08/2017 15:10,34.2,58,614,331,352,3981.10989
21/08/2017 15:20,34,58,343,33,299,3985.375634
21/08/2017 15:30,34.2,58,562,300,340,3986.596651
21/08/2017 15:40,34.3,57,352,13,333,3991.330675
21/08/2017 15:50,34.27075472,57.19811321,349.009434,16.68867925,332.3207547,3982.368463
21/08/2017 16:00,34.24150943,57.39622642,352.0188679,20.37735849,331.6415094,3971.924159
21/08/2017 16:10,34.21226415,57.59433962,355.0283019,24.06603774,330.9622642,3958.056393
21/08/2017 16:20,34.18301887,57.79245283,358.0377358,27.75471698,330.2830189,3949.295589
21/08/2017 16:30,34.15377358,57.99056604,361.0471698,31.44339623,329.6037736,3899.675174
21/08/2017 16:40,34.1245283,58.18867925,364.0566038,35.13207547,328.9245283,3841.943443
21/08/2017 16:50,34.09528302,58.38679245,367.0660377,38.82075472,328.245283,3804.902868
21/08/2017 17:00,34.06603774,58.58490566,370.0754717,42.50943396,327.5660377,3774.910331
21/08/2017 17:10,34.03679245,58.78301887,373.0849057,46.19811321,326.8867925,3741.783915
21/08/2017 17:20,34.00754717,58.98113208,376.0943396,49.88679245,326.2075472,3704.790425
21/08/2017 17:30,33.97830189,59.17924528,379.1037736,53.5754717,325.5283019,3675.323227
21/08/2017 17:40,33.9490566,59.37735849,382.1132075,57.26415094,324.8490566,3619.949096
21/08/2017 17:50,33.91981132,59.5754717,385.1226415,60.95283019,324.1698113,3576.632729
21/08/2017 18:00,33.89056604,59.77358491,388.1320755,64.64150943,323.490566,3496.254508
21/08/2017 18:10,33.86132075,59.97169811,391.1415094,68.33018868,322.8113208,3436.377787
21/08/2017 18:20,33.83207547,60.16981132,394.1509434,72.01886792,322.1320755,3372.823027
21/08/2017 18:30,33.80283019,60.36792453,397.1603774,75.70754717,321.4528302,3282.72896
21/08/2017 18:40,33.77358491,60.56603774,400.1698113,79.39622642,320.7735849,3199.358098
21/08/2017 18:50,33.74433962,60.76415094,403.1792453,83.08490566,320.0943396,3173.55894
21/08/2017 19:00,33.71509434,60.96226415,406.1886792,86.77358491,319.4150943,3124.313113
21/08/2017 19:10,33.68584906,61.16037736,409.1981132,90.46226415,318.7358491,3034.133135
21/08/2017 19:20,33.65660377,61.35849057,412.2075472,94.1509434,318.0566038,2781.639203
21/08/2017 19:30,33.62735849,61.55660377,415.2169811,97.83962264,317.3773585,2112.018538
21/08/2017 19:40,33.59811321,61.75471698,418.2264151,101.5283019,316.6981132,2189.495566
21/08/2017 19:50,33.56886792,61.95283019,421.2358491,105.2169811,316.0188679,2228.488552
21/08/2017 20:00,33.53962264,62.1509434,424.245283,108.9056604,315.3396226,2221.9527
21/08/2017 20:10,33.51037736,62.3490566,427.254717,112.5943396,314.6603774,2147.329532
21/08/2017 20:20,33.48113208,62.54716981,430.2641509,116.2830189,313.9811321,2094.223756
21/08/2017 20:30,33.45188679,62.74528302,433.2735849,119.9716981,313.3018868,2137.969902
21/08/2017 20:40,33.42264151,62.94339623,436.2830189,123.6603774,312.6226415,2157.181972
21/08/2017 20:50,33.39339623,63.14150943,439.2924528,127.3490566,311.9433962,2132.258717
21/08/2017 21:00,33.36415094,63.33962264,442.3018868,131.0377358,311.2641509,2086.55276
21/08/2017 21:10,33.33490566,63.53773585,445.3113208,134.7264151,310.5849057,2042.955066
21/08/2017 21:20,33.30566038,63.73584906,448.3207547,138.4150943,309.9056604,1976.378276
21/08/2017 21:30,33.27641509,63.93396226,451.3301887,142.1037736,309.2264151,1972.618988
21/08/2017 21:40,33.24716981,64.13207547,454.3396226,145.7924528,308.5471698,1966.650085
21/08/2017 21:50,33.21792453,64.33018868,457.3490566,149.4811321,307.8679245,1941.176872
21/08/2017 22:00,33.18867925,64.52830189,460.3584906,153.1698113,307.1886792,1902.470367
21/08/2017 22:10,33.15943396,64.72641509,463.3679245,156.8584906,306.509434,1854.966839
21/08/2017 22:20,33.13018868,64.9245283,466.3773585,160.5471698,305.8301887,1831.327983
21/08/2017 22:30,33.1009434,65.12264151,469.3867925,164.2358491,305.1509434,1807.486724
21/08/2017 22:40,33.07169811,65.32075472,472.3962264,167.9245283,304.4716981,1796.183684
21/08/2017 22:50,33.04245283,65.51886792,475.4056604,171.6132075,303.7924528,1788.699517
21/08/2017 23:00,33.01320755,65.71698113,478.4150943,175.3018868,303.1132075,1776.1017
21/08/2017 23:10,32.98396226,65.91509434,481.4245283,178.990566,302.4339623,1340.193135
21/08/2017 23:20,32.95471698,66.11320755,484.4339623,182.6792453,301.754717,1007.096815
21/08/2017 23:30,32.9254717,66.31132075,487.4433962,186.3679245,301.0754717,1025.259599
21/08/2017 23:40,32.89622642,66.50943396,490.4528302,190.0566038,300.3962264,1046.238841
21/08/2017 23:50,32.86698113,66.70754717,493.4622642,193.745283,299.7169811,1058.149239
22/08/2017 00:00,32.83773585,66.90566038,496.4716981,197.4339623,299.0377358,1062.20171
22/08/2017 00:10,32.80849057,67.10377358,499.4811321,201.1226415,298.3584906,1061.285449
22/08/2017 00:20,32.77924528,67.30188679,502.490566,204.8113208,297.6792453,1054.409668
22/08/2017 00:30,32.75,67.5,505.5,208.5,297,1021.895846
22/08/2017 00:40,32.72075472,67.69811321,508.509434,212.1886792,296.3207547,1517.305612
22/08/2017 00:50,32.69150943,67.89622642,511.5188679,215.8773585,295.6415094,977.0517775
22/08/2017 01:00,32.66226415,68.09433962,514.5283019,219.5660377,294.9622642,1004.174227
22/08/2017 01:10,32.63301887,68.29245283,517.5377358,223.254717,294.2830189,1012.083491
22/08/2017 01:20,32.60377358,68.49056604,520.5471698,226.9433962,293.6037736,1012.914573
22/08/2017 01:30,32.5745283,68.68867925,523.5566038,230.6320755,292.9245283,1013.157437
22/08/2017 01:40,32.54528302,68.88679245,526.5660377,234.3207547,292.245283,1015.539285
22/08/2017 01:50,32.51603774,69.08490566,529.5754717,238.009434,291.5660377,1013.497706
22/08/2017 02:00,32.48679245,69.28301887,532.5849057,241.6981132,290.8867925,1008.359094
22/08/2017 02:10,32.45754717,69.48113208,535.5943396,245.3867925,290.2075472,999.1090444
22/08/2017 02:20,32.42830189,69.67924528,538.6037736,249.0754717,289.5283019,973.477783
22/08/2017 02:30,32.3990566,69.87735849,541.6132075,252.7641509,288.8490566,973.8725609
22/08/2017 02:40,32.36981132,70.0754717,544.6226415,256.4528302,288.1698113,960.6170237
22/08/2017 02:50,32.34056604,70.27358491,547.6320755,260.1415094,287.490566,949.6035836
22/08/2017 03:00,32.31132075,70.47169811,550.6415094,263.8301887,286.8113208,950.7730925
22/08/2017 03:10,32.28207547,70.66981132,553.6509434,267.5188679,286.1320755,951.9953878
22/08/2017 03:20,32.25283019,70.86792453,556.6603774,271.2075472,285.4528302,952.5590669
22/08/2017 03:30,32.22358491,71.06603774,559.6698113,274.8962264,284.7735849,947.7647821
22/08/2017 03:40,32.19433962,71.26415094,562.6792453,278.5849057,284.0943396,945.4397332
22/08/2017 03:50,32.16509434,71.46226415,565.6886792,282.2735849,283.4150943,948.3171165
22/08/2017 04:00,32.13584906,71.66037736,568.6981132,285.9622642,282.7358491,947.072464
22/08/2017 04:10,32.10660377,71.85849057,571.7075472,289.6509434,282.0566038,947.4969833
22/08/2017 04:20,32.07735849,72.05660377,574.7169811,293.3396226,281.3773585,945.1783938
22/08/2017 04:30,32.04811321,72.25471698,577.7264151,297.0283019,280.6981132,933.755649
22/08/2017 04:40,32.01886792,72.45283019,580.7358491,300.7169811,280.0188679,939.4422758
22/08/2017 04:50,31.98962264,72.6509434,583.745283,304.4056604,279.3396226,941.5349504
22/08/2017 05:00,31.96037736,72.8490566,586.754717,308.0943396,278.6603774,942.4925844
22/08/2017 05:10,31.93113208,73.04716981,589.7641509,311.7830189,277.9811321,945.7266658
22/08/2017 05:20,31.90188679,73.24528302,592.7735849,315.4716981,277.3018868,971.6063035
22/08/2017 05:30,31.87264151,73.44339623,595.7830189,319.1603774,276.6226415,978.6279929
22/08/2017 05:40,31.84339623,73.64150943,598.7924528,322.8490566,275.9433962,983.2361325
22/08/2017 05:50,31.81415094,73.83962264,601.8018868,326.5377358,275.2641509,989.7316673
22/08/2017 06:00,31.78490566,74.03773585,604.8113208,330.2264151,274.5849057,986.7404098
22/08/2017 06:10,31.75566038,74.23584906,607.8207547,333.9150943,273.9056604,1019.017729
22/08/2017 06:20,31.72641509,74.43396226,610.8301887,337.6037736,273.2264151,1040.346273
22/08/2017 06:30,31.69716981,74.63207547,613.8396226,341.2924528,272.5471698,1061.54088
22/08/2017 06:40,31.66792453,74.83018868,616.8490566,344.9811321,271.8679245,1081.885984
22/08/2017 06:50,31.63867925,75.02830189,619.8584906,348.6698113,271.1886792,1106.48261
22/08/2017 07:00,31.60943396,75.22641509,622.8679245,352.3584906,270.509434,1173.317631
22/08/2017 07:10,31.58018868,75.4245283,625.8773585,356.0471698,269.8301887,1625.930002
22/08/2017 07:20,31.5509434,75.62264151,628.8867925,359.7358491,269.1509434,2486.699917
22/08/2017 07:30,31.52169811,75.82075472,631.8962264,363.4245283,268.4716981,2580.632282
22/08/2017 07:40,31.49245283,76.01886792,634.9056604,367.1132075,267.7924528,2572.95802
22/08/2017 07:50,31.46320755,76.21698113,637.9150943,370.8018868,267.1132075,3447.222491
22/08/2017 08:00,31.43396226,76.41509434,640.9245283,374.490566,266.4339623,3766.248617
22/08/2017 08:10,31.40471698,76.61320755,643.9339623,378.1792453,265.754717,3961.040495
22/08/2017 08:20,31.3754717,76.81132075,646.9433962,381.8679245,265.0754717,4029.809394
22/08/2017 08:30,31.34622642,77.00943396,649.9528302,385.5566038,264.3962264,4057.598733
22/08/2017 08:40,31.31698113,77.20754717,652.9622642,389.245283,263.7169811,4064.213256
22/08/2017 08:50,31.28773585,77.40566038,655.9716981,392.9339623,263.0377358,3980.019655
22/08/2017 09:00,31.25849057,77.60377358,658.9811321,396.6226415,262.3584906,3899.562249
22/08/2017 09:10,31.22924528,77.80188679,661.990566,400.3113208,261.6792453,3874.956585
22/08/2017 09:20,31.2,78,558,404,261,3884.888883
22/08/2017 09:30,31.4,78,568,379,273,3914.252522
22/08/2017 09:40,31.4,78,632,402,316,3918.673699
22/08/2017 09:50,31.7,76,683,447,317,3942.293232
22/08/2017 10:00,32,75,746,372,374,3978.828487
22/08/2017 10:10,32.2,74,816,514,373,4001.372832
22/08/2017 10:20,32.5,74,800,453,398,4023.433328
22/08/2017 10:30,32.5,73,305,2,296,4042.674836
22/08/2017 10:40,32.5,72,291.787234,1.957446809,289.8297872,4048.875662
22/08/2017 10:50,32.7,71,713,1.914893617,283.6595745,4045.138648
22/08/2017 11:00,32.6,72,818,1.872340426,277.4893617,4041.130296
22/08/2017 11:10,32.5,71,273.1489362,1.829787234,271.3191489,4034.219479
22/08/2017 11:20,32.8,71,716,1.787234043,265.1489362,4004.918973
22/08/2017 11:30,32.9,69,665,1.744680851,258.9787234,3993.110484
22/08/2017 11:40,32.9,70,774,1.70212766,252.8085106,3972.126437
22/08/2017 11:50,33.3,68,767,1.659574468,246.6382979,3941.884533
22/08/2017 12:00,33.7,65,242.0851064,1.617021277,240.4680851,3890.384359
22/08/2017 12:10,34.1,67,385,1.574468085,234.2978723,3857.578307
22/08/2017 12:20,34.8,60,894,1.531914894,228.1276596,3825.239405
22/08/2017 12:30,35.3,60,948,1.489361702,221.9574468,3778.539008
22/08/2017 12:40,35.7,57,323,1.446808511,215.787234,3739.229136
22/08/2017 12:50,35.7,54,211.0212766,1.404255319,209.6170213,3682.681342
22/08/2017 13:00,35.2,55,204.8085106,1.361702128,203.4468085,3630.308339
22/08/2017 13:10,36.3,53,198.5957447,1.319148936,197.2765957,3615.78142
22/08/2017 13:20,36,57,192.3829787,1.276595745,191.106383,3577.665393
22/08/2017 13:30,35.5,61,186.1702128,1.234042553,184.9361702,3533.431075
22/08/2017 13:40,35.6,58,852,1.191489362,178.7659574,3504.713889
22/08/2017 13:50,36.3,55,426,1.14893617,172.5957447,3498.346827
22/08/2017 14:00,36.6,53,886,1.106382979,166.4255319,3491.722353
22/08/2017 14:10,36,54,903,1.063829787,160.2553191,3427.14928
22/08/2017 14:20,35.8,52,611,1.021276596,154.0851064,3380.814347
22/08/2017 14:30,35.5,53.5,148.893617,0.978723404,147.9148936,3353.213896
22/08/2017 14:40,35.2,55,250,0.936170213,141.7446809,3354.351324
22/08/2017 14:50,35.2,62,697,0.893617021,135.5744681,3381.365531
22/08/2017 15:00,35.5,61,308,0.85106383,129.4042553,3405.918361
22/08/2017 15:10,34.8,65,179,0.808510638,123.2340426,3410.013242
22/08/2017 15:20,34,65,209,0.765957447,117.0638298,3390.906356
22/08/2017 15:30,33.8,66,162,0.723404255,110.893617,3392.91883
22/08/2017 15:40,33.5,65,105.4042553,0.680851064,104.7234043,3370.030848
22/08/2017 15:50,33.1,67,523,0.638297872,98.55319149,3327.030261
22/08/2017 16:00,32.3,67,331,0.595744681,92.38297872,3321.073621
22/08/2017 16:10,31.9,68,37,0.553191489,86.21276596,3317.560193
22/08/2017 16:20,30.6,77,15,0.510638298,80.04255319,3337.91729
22/08/2017 16:30,29,85,74.34042553,0.468085106,73.87234043,3330.682571
22/08/2017 16:40,28.5,87,68.12765957,0.425531915,67.70212766,3286.411445
22/08/2017 16:50,28.3,86,49,0.382978723,61.53191489,3249.689855
22/08/2017 17:00,28.15,85.5,55.70212766,0.340425532,55.36170213,3205.391819
22/08/2017 17:10,28,85,49.4893617,0.29787234,49.19148936,3146.916795
22/08/2017 17:20,28.5,81,43.27659574,0.255319149,43.0212766,3086.645368
22/08/2017 17:30,28.6,82,37.06382979,0.212765957,36.85106383,3021.236169
22/08/2017 17:40,28.6,81,30.85106383,0.170212766,30.68085106,2989.149103
22/08/2017 17:50,28.6,80,24.63829787,0.127659574,24.5106383,3015.898619
22/08/2017 18:00,28.8,78,18.42553191,0.085106383,18.34042553,3133.49346
22/08/2017 18:10,29.1,79,12.21276596,0.042553191,12.17021277,3246.51706
22/08/2017 18:20,29.2,78,7,0,6,3207.137212
22/08/2017 18:30,29.3,78.5,4,0,4,3139.150096
22/08/2017 18:40,29.4,79,4,0,2,3035.287371
22/08/2017 18:50,29.4,79,1.5,0,1.5,2966.68226
22/08/2017 19:00,29.5,78,5,0,1,2564.976331
22/08/2017 19:10,29.4,78,1,0,1,2007.947047
22/08/2017 19:20,29.3,80,0,0,0,2068.680571
22/08/2017 19:30,29.1,82,0,0,0,2143.612513
22/08/2017 19:40,29,84,0,0,0,2189.966964
22/08/2017 19:50,28.9,84,0,0,0,2228.055611
22/08/2017 20:00,28.9,84,0,0,0,2359.606982
22/08/2017 20:10,28.8,86,0,0,0,2412.066173
22/08/2017 20:20,28.8,85,0,0,0,2348.872572
22/08/2017 20:30,28.7,84,0,0,0,2179.550816
22/08/2017 20:40,28.6,86,0,0,0,1995.129541
22/08/2017 20:50,28.6,84,0,0,0,1918.148822
22/08/2017 21:00,28.7,83,0,0,0,1944.76201
22/08/2017 21:10,28.9,81,0,0,0,1874.083955
22/08/2017 21:20,29,78,0,0,0,961.3085951
22/08/2017 21:30,29.4,77,0,0,0,983.4535153
22/08/2017 21:40,29.3,77,0,0,0,1021.109114
22/08/2017 21:50,29.4,76,0,0,0,1046.390082
22/08/2017 22:00,29.5,74,0,0,0,1074.509405
22/08/2017 22:10,29.5,74,0,0,0,1075.258787
22/08/2017 22:20,29.6,69,1,1,0,1062.898228
22/08/2017 22:30,29.7,69,0,0,0,1037.752153
22/08/2017 22:40,29.7,70,0,0,0,1033.385106
22/08/2017 22:50,29.8,68,0,0,0,1032.899033
22/08/2017 23:00,29.6,70,0,0,0,1026.030546
22/08/2017 23:10,29.6,69,0,0,0,1029.207997
22/08/2017 23:20,29.6,69,0,0,0,1036.90882
22/08/2017 23:30,29.5,71,0,0,0,1036.651464
22/08/2017 23:40,29.6,71,0,0,0,1034.459244
22/08/2017 23:50,29.4,75,0,0,0,1022.382242
23/08/2017 00:00,29.5,73,0,0,0,1009.440204
23/08/2017 00:10,29.4,75,0,0,0,1001.777978
23/08/2017 00:20,29.3,75,0,0,0,992.5431428
23/08/2017 00:30,29.4,73,0,0,0,992.6983965
23/08/2017 00:40,29.3,74,0,0,0,974.927356
23/08/2017 00:50,29.2,75,0,0,0,974.5767473
23/08/2017 01:00,29.2,75,0,0,0,963.3736713
23/08/2017 01:10,29.2,73,0,0,0,967.3544004
23/08/2017 01:20,29.1,75,0,0,0,967.1596962
23/08/2017 01:30,29.1,73,0,0,0,967.1185497
23/08/2017 01:40,29.1,72,0,0,0,967.2808537
23/08/2017 01:50,29.1,72,0,0,0,956.8335634
23/08/2017 02:00,29.1,72,0,0,0,968.7646579
23/08/2017 02:10,29.2,72,0,0,0,966.7797105
23/08/2017 02:20,29.2,71,0,0,0,944.0625886
23/08/2017 02:30,29.2,71,0,0,0,946.0021741
23/08/2017 02:40,29.3,70,0,0,0,945.5373869
23/08/2017 02:50,29.2,71,0,0,0,936.9221166
23/08/2017 03:00,29.3,71,0,0,0,934.6860228
23/08/2017 03:10,29.2,70,0,0,0,938.6472543
23/08/2017 03:20,29.2,71,0,0,0,934.8996284
23/08/2017 03:30,29.2,71,0,0,0,926.2581233
23/08/2017 03:40,29,72,0,0,0,930.7745372
23/08/2017 03:50,29,70,0,0,0,932.2638766
23/08/2017 04:00,29,70,0,0,0,935.5222824
23/08/2017 04:10,28.8,72,0,0,1,937.1475096
23/08/2017 04:20,28.5,74,0,0,0,922.4815972
23/08/2017 04:30,28.5,73,0,0,0,915.5231192
23/08/2017 04:40,28.3,74,0,0,3,916.0538479
23/08/2017 04:50,27.8,78,0,0,0,916.1045835
23/08/2017 05:00,27.8,78,0,1,0,914.7642614
23/08/2017 05:10,27.7,79,0,0,0,924.0277055
23/08/2017 05:20,27.4,82,0,0,0,940.4615603
23/08/2017 05:30,27.2,81,0,0,0,941.9194071
23/08/2017 05:40,27.1,84,0,0,0,940.8829192
23/08/2017 05:50,27.2,83,0,0,1,939.6429479
23/08/2017 06:00,27.1,84,0,0,1,936.3846235
23/08/2017 06:10,26.8,86,0,0,0,967.4320994
23/08/2017 06:20,26.8,86,0,0,1,974.3502924
23/08/2017 06:30,26.7,87,0,0,2,995.2115368
23/08/2017 06:40,26.5,89,4,0,4,1013.995028
23/08/2017 06:50,26.4,89,5,0,5,1032.352517
23/08/2017 07:00,26.3,90,7,0,8,1082.951501
23/08/2017 07:10,26.4,89,5,0,6,1167.48879
23/08/2017 07:20,26.1,91,5,0,5,1965.842483
23/08/2017 07:30,25.9,93,3,0,2,2397.035271
23/08/2017 07:40,25.4,97,3,0,3,2351.880014
23/08/2017 07:50,25.4,97,3,0,3,2302.739833
23/08/2017 08:00,25.6,97,4,0,4,2423.312078
23/08/2017 08:10,25.7,95,8,0,7,2624.940549
23/08/2017 08:20,25.8,95,7,0,7,2726.075983
23/08/2017 08:30,25.6,96,4,2,4,2736.929037
23/08/2017 08:40,25.8,95,4,0,3,3032.571278
23/08/2017 08:50,25.9,95,6,0,6,3161.130318
23/08/2017 09:00,25.9,96,8,0,8,3430.596091
23/08/2017 09:10,25.9,95,10,0,10,3542.011518
23/08/2017 09:20,26,95,9,0,8,3592.384377
23/08/2017 09:30,26.2,94,11,0,10,3523.542504
23/08/2017 09:40,26.3,94,7,0,7,3569.137934
23/08/2017 09:50,26.2,94,13,0,12,3384.747055
23/08/2017 10:00,26.4,92,14,0,14,3037.468039
23/08/2017 10:10,26.3,94,18,0,17,2073.946432
23/08/2017 10:20,26.3,94,14,0,13,2005.998211
23/08/2017 10:30,26.3,94,16,0,15,2063.661084
23/08/2017 10:40,26.4,93,21,0,18,2115.125011
23/08/2017 10:50,26.6,90,23,0,21,2154.369962
23/08/2017 11:00,26.7,90,8,0,8,2209.620298
23/08/2017 11:10,26.6,90,19,0,17,2236.038826
23/08/2017 11:20,26.6,90,15,0,18,2275.488506
23/08/2017 11:30,26.4,93,24,0,22,2304.500636
23/08/2017 11:40,26.4,92,29,0,27,2306.279348
23/08/2017 11:50,26.5,92,32,0,30,2316.484029
23/08/2017 12:00,26.6,92,28,0,26,2318.665442
23/08/2017 12:10,26.8,90,28,0,25,2311.375144
23/08/2017 12:20,26.8,90,40,0,37,2292.659718
23/08/2017 12:30,26.7,90,36,0,34,2280.09602
23/08/2017 12:40,26.8,90,137,0,131,2257.136206
23/08/2017 12:50,26.6,91,155,0,140,2240.351226
23/08/2017 13:00,27,89,204,0,190,2213.060562
23/08/2017 13:10,26.8,90,35,0,32,2196.132527
23/08/2017 13:20,26.8,90,41,0,40,2170.928212
23/08/2017 13:30,26.8,90,54,0,51,2178.709583
23/08/2017 13:40,26.7,92,130,0,123,2179.628609
23/08/2017 13:50,26.8,91,133,0,126,2180.345324
23/08/2017 14:00,27,90,144,0,138,2186.954477
23/08/2017 14:10,26.9,91,131,0,123,2215.161849
23/08/2017 14:20,27,90,207,0,201,2230.592109
23/08/2017 14:30,27.1,89,190,1,181,2249.334793
23/08/2017 14:40,27.1,90,120,2,113,2267.334918
23/08/2017 14:50,27,90,92,0,88,2282.368897
23/08/2017 15:00,27,92,92,1,89,2298.389118
23/08/2017 15:10,27,92,75,0,76,2314.902383
23/08/2017 15:20,27,90,120,0,115,2326.429068
23/08/2017 15:30,27,90,103,0,100,2330.764513
23/08/2017 15:40,27,92,94,0,94,2332.97743
23/08/2017 15:50,26.7,94,61,0,61,2323.32162
23/08/2017 16:00,26.7,94,103,0,99,2320.712833
23/08/2017 16:10,26.7,93,76,0,75,2296.011237
23/08/2017 16:20,26.6,93,48,0,49,2272.326905
23/08/2017 16:30,26.3,94,29,0,30,2252.354496
23/08/2017 16:40,26.2,96,34,0,34,2233.417868
23/08/2017 16:50,26.2,96,42,0,41,2197.433719
23/08/2017 17:00,26.1,96,57,0,56,2195.123312
23/08/2017 17:10,26,97,31,0,32,2183.873597
23/08/2017 17:20,26,97,43,0,41,2177.181326
23/08/2017 17:30,26,97,63,0,60,2161.910219
23/08/2017 17:40,26,97,35,0,34,2354.747224
23/08/2017 17:50,26,96,24,0,24,2457.691147
23/08/2017 18:00,26,96,16,0,16,2475.685499
23/08/2017 18:10,26.1,95,8,0,9,2441.211911
23/08/2017 18:20,26.1,96,5,0,5,2360.206266
23/08/2017 18:30,26,96,4,0,5,2259.26015
23/08/2017 18:40,26,97,2,0,2,2142.520114
23/08/2017 18:50,25.9,97,0,0,1,2063.238117
23/08/2017 19:00,25.9,96,0,0,0,2021.821172
23/08/2017 19:10,25.8,97,0,0,0,2016.046547
23/08/2017 19:20,25.8,97,0,0,0,2016.604816
23/08/2017 19:30,25.8,97,1,0,0,2013.372818
23/08/2017 19:40,25.9,97,1,0,0,2009.350942
23/08/2017 19:50,25.9,97,1,0,0,2006.154392
23/08/2017 20:00,25.9,97,1,0,0,1934.313073
23/08/2017 20:10,25.9,97,1,0,0,1462.556636
23/08/2017 20:20,26,97,1,0,0,920.8762017
23/08/2017 20:30,26,96,1,0,0,924.5975326
23/08/2017 20:40,26,96,0,0,0,955.9027118
23/08/2017 20:50,26.1,96,1,0,0,988.0536001
23/08/2017 21:00,26.1,96,1,0,0,1062.564812
23/08/2017 21:10,26.1,95,1,0,1,1121.921678
23/08/2017 21:20,26.2,94,1,0,0,1080.206918
23/08/2017 21:30,26.2,94,1,0,0,1057.807382
23/08/2017 21:40,26.2,95,0,0,0,1057.384062
23/08/2017 21:50,26.3,94,0,0,0,1038.893501
23/08/2017 22:00,26.4,94,0,0,0,1046.056458
23/08/2017 22:10,26.4,95,1,0,0,1057.551583
23/08/2017 22:20,26.5,95,1,0,0,1053.470024
23/08/2017 22:30,26.5,95,1,0,0,1093.412895
23/08/2017 22:40,26.6,95,0,0,0,1134.973316
23/08/2017 22:50,26.7,95,0,0,0,1138.925889
23/08/2017 23:00,26.8,94,0,0,0,1124.62981
23/08/2017 23:10,26.9,93,0,0,1,1100.488908
23/08/2017 23:20,27,92,0,0,1,1068.711653
23/08/2017 23:30,27,92,0,0,1,1044.945601
23/08/2017 23:40,27.2,91,0,0,0,1030.001693
23/08/2017 23:50,27.3,91,0,0,0,1026.698841
24/08/2017 00:00,27.3,91,0,0,0,1029.133477
24/08/2017 00:10,27.4,90,0,0,0,1015.276543
24/08/2017 00:20,27.5,89,0,0,1,1000.026873
24/08/2017 00:30,27.5,89,0,0,0,995.1619783
24/08/2017 00:40,27.5,90,0,0,0,989.0075228
24/08/2017 00:50,27.7,88,0,0,0,991.0924485
24/08/2017 01:00,27.7,88,0,0,0,1000.908074
24/08/2017 01:10,27.7,88,0,0,0,1001.50398
24/08/2017 01:20,27.7,88,0,0,0,984.8139563
24/08/2017 01:30,27.6,88,0,0,0,983.3136581
24/08/2017 01:40,27.7,88,0,0,0,964.5364819
24/08/2017 01:50,27.7,88,0,0,0,961.0898292
24/08/2017 02:00,27.6,88,0,0,0,972.7187439
24/08/2017 02:10,27.6,88,0,0,0,972.6127932
24/08/2017 02:20,27.7,88,0,0,0,971.9424771
24/08/2017 02:30,27.9,86,0,0,0,943.9484541
24/08/2017 02:40,27.8,88,0,0,0,939.8655505
24/08/2017 02:50,27.8,88,0,0,0,937.584918
24/08/2017 03:00,27.8,88,0,0,0,929.5360604
24/08/2017 03:10,27.8,88,0,0,0,927.1322343
24/08/2017 03:20,27.8,88,0,0,0,926.6723994
24/08/2017 03:30,27.8,88,0,0,0,925.4161487
24/08/2017 03:40,27.8,88,0,0,0,935.0367357
24/08/2017 03:50,27.7,88,0,0,0,936.024923
24/08/2017 04:00,27.7,88,0,0,0,939.6967755
24/08/2017 04:10,27.7,88,0,0,0,940.7912903
24/08/2017 04:20,27.7,88,0,0,0,938.1543612
