date_time,Tdb,RH,SR_global,SR_direct,SR_diffuse,tot_e_pw(kw)
01/01/2017 14:00,20.2,73,1448,679,769,800.4354092
01/01/2017 14:10,20.5,72,1439,661,778,808.6644018
01/01/2017 14:20,20.8,73,1345,707,638,786.3832569
01/01/2017 14:30,20.5,72,545,469,76,770.5213061
01/01/2017 14:40,20.4,73,383,380,3,768.6460702
01/01/2017 14:50,20.4,73,342,340,2,768.0167518
01/01/2017 15:00,20.3,74,275,274,1,767.8540628
01/01/2017 15:10,20.2,74,266,266,0,771.0194957
01/01/2017 15:20,20.3,75,237,236,1,776.4192878
01/01/2017 15:30,20.3,74,187,187,0,775.9851636
01/01/2017 15:40,20.4,75,155,155,0,772.5588491
01/01/2017 15:50,20.4,75,133,133,0,785.9636467
01/01/2017 16:00,20.4,74,117,117,0,773.4324672
01/01/2017 16:10,20.2,75,121,121,0,769.6143649
01/01/2017 16:20,20.1,76,101,101,0,766.9472472
01/01/2017 16:30,20.1,75,119,112,7,766.465039
01/01/2017 16:40,20,77,136,127,9,762.2398318
01/01/2017 16:50,19.9,78,85,83,2,762.2267499
01/01/2017 17:00,19.7,79,68,65,3,758.1399613
01/01/2017 17:10,19.7,79,46,46,0,752.3841217
01/01/2017 17:20,19.6,80,38,37,1,751.9893201
01/01/2017 17:30,19.6,81,57,33,24,742.2270113
01/01/2017 17:40,19.5,81,16,14,2,740.8593642
01/01/2017 17:50,19.4,82,4,4,0,741.9225217
01/01/2017 18:00,19.4,82,0,0,0,743.9415909
01/01/2017 18:10,19.4,82,0,0,0,736.9741106
01/01/2017 18:20,19.4,83,0,0,0,730.8928125
01/01/2017 18:30,19.5,82,0,0,0,735.354446
01/01/2017 18:40,19.5,82,0,0,0,730.5197906
01/01/2017 18:50,19.5,82,0,0,0,728.6488843
01/01/2017 19:00,19.5,83,0,0,0,730.1092525
01/01/2017 19:10,19.4,84,0,0,0,732.0398682
01/01/2017 19:20,19.5,83,0,0,0,725.4783776
01/01/2017 19:30,19.5,84,0,0,0,724.4559057
01/01/2017 19:40,19.5,84,0,0,0,724.8141727
01/01/2017 19:50,19.5,84,0,0,0,729.5956732
01/01/2017 20:00,19.6,83,0,0,0,728.5286672
01/01/2017 20:10,19.5,84,0,0,0,722.1531367
01/01/2017 20:20,19.5,84,0,0,0,720.3297083
01/01/2017 20:30,19.5,84,0,0,0,721.7374736
01/01/2017 20:40,19.5,85,0,0,0,726.8078662
01/01/2017 20:50,19.6,84,0,0,0,723.1270136
01/01/2017 21:00,19.5,85,0,0,0,726.0320557
01/01/2017 21:10,19.5,84,0,0,0,706.6598184
01/01/2017 21:20,19.4,85,0,0,0,706.8815378
01/01/2017 21:30,19.3,86,0,0,0,721.3507304
01/01/2017 21:40,19.3,87,0,0,0,708.3098288
01/01/2017 21:50,19.3,86,0,0,0,716.2375487
01/01/2017 22:00,19.4,85,0,0,0,705.5947604
01/01/2017 22:10,19.4,85,0,0,0,704.9311093
01/01/2017 22:20,19.3,85,0,0,0,703.2555381
01/01/2017 22:30,19.3,85,0,0,0,700.6125114
01/01/2017 22:40,19.3,85,0,0,0,695.4494201
01/01/2017 22:50,19.2,86,0,0,0,707.3492565
01/01/2017 23:00,19.1,86,0,0,0,704.4358736
01/01/2017 23:10,19,86,0,0,0,705.7074485
01/01/2017 23:20,19,86,0,0,0,704.0879029
01/01/2017 23:30,19,86,0,0,0,709.7859236
01/01/2017 23:40,19,86,0,0,0,706.3096364
01/01/2017 23:50,18.9,87,0,0,0,708.2944566
02/01/2017 00:00,18.9,87,0,0,0,701.6708212
02/01/2017 00:10,18.9,87,0,0,0,698.5024935
02/01/2017 00:20,18.9,87,0,0,0,701.9138661
02/01/2017 00:30,18.9,87,0,0,0,701.6991932
02/01/2017 00:40,18.9,87,0,0,0,705.6523701
02/01/2017 00:50,18.9,87,0,0,0,703.4712078
02/01/2017 01:00,18.9,88,0,0,0,719.8163754
02/01/2017 01:10,18.9,88,0,0,0,716.9431543
02/01/2017 01:20,18.8,89,0,0,0,713.0507006
02/01/2017 01:30,18.9,89,0,0,0,719.7918825
02/01/2017 01:40,18.9,89,0,0,0,713.6703171
02/01/2017 01:50,18.9,89,0,0,0,722.264994
02/01/2017 02:00,18.9,89,0,0,0,716.3646789
02/01/2017 02:10,18.9,89,0,0,0,712.2398014
02/01/2017 02:20,18.8,90,0,0,0,715.3194675
02/01/2017 02:30,18.8,90,0,0,0,711.3700627
02/01/2017 02:40,18.8,90,0,0,0,710.4270594
02/01/2017 02:50,18.8,89,0,0,0,719.3067368
02/01/2017 03:00,18.8,89,0,0,0,704.2194859
02/01/2017 03:10,18.8,87,0,0,0,705.5904763
02/01/2017 03:20,18.7,88,0,0,0,708.133701
02/01/2017 03:30,18.6,88,0,0,0,700.5997695
02/01/2017 03:40,18.6,89,0,0,0,704.7214088
02/01/2017 03:50,18.6,88,0,0,0,702.7820066
02/01/2017 04:00,18.6,88,0,0,0,704.2597067
02/01/2017 04:10,18.6,88,0,0,0,704.0244822
02/01/2017 04:20,18.6,88,0,0,0,704.8594574
02/01/2017 04:30,18.6,87,0,0,0,702.3075046
02/01/2017 04:40,18.5,88,0,0,0,708.6942175
02/01/2017 04:50,18.5,89,0,0,0,702.64155
02/01/2017 05:00,18.4,88,0,0,0,701.5186383
02/01/2017 05:10,18.5,88,0,0,0,704.3863932
02/01/2017 05:20,18.5,87,1,0,1,703.6263052
02/01/2017 05:30,18.5,87,0,0,0,701.5784114
02/01/2017 05:40,18.5,87,0,0,0,698.3574869
02/01/2017 05:50,18.6,86,0,0,0,696.3649712
02/01/2017 06:00,18.6,87,0,0,0,697.110642
02/01/2017 06:10,18.6,87,0,0,0,703.8467353
02/01/2017 06:20,18.6,87,0,0,0,714.2430161
02/01/2017 06:30,18.6,87,0,0,0,720.4039921
02/01/2017 06:40,18.6,87,0,0,0,715.4259474
02/01/2017 06:50,18.6,86,0,0,0,713.7810563
02/01/2017 07:00,18.6,87,1,1,0,714.1413618
02/01/2017 07:10,18.6,87,7,7,0,717.2303903
02/01/2017 07:20,18.6,87,19,14,5,701.4434593
02/01/2017 07:30,18.6,87,34,33,1,699.1038065
02/01/2017 07:40,18.5,89,55,53,2,708.1203733
02/01/2017 07:50,18.6,88,94,80,14,712.6169679
02/01/2017 08:00,18.6,88,100,98,2,717.9849613
02/01/2017 08:10,18.6,88,136,134,2,724.0483205
02/01/2017 08:20,18.6,89,408,246,162,721.6899973
02/01/2017 08:30,18.7,88,552,270.5,281.5,725.8933276
02/01/2017 08:40,18.7,88,696,295,401,729.0950858
02/01/2017 08:50,18.8,88,813,314,499,751.1499361
02/01/2017 09:00,18.9,87,902,354,548,832.386406
02/01/2017 09:10,19,87,972,396,576,835.4779675
02/01/2017 09:20,19,87,1043,412,631,814.7758562
02/01/2017 09:30,19.1,87,1100,436,664,794.2066709
02/01/2017 09:40,19.3,86,1136,456,680,791.4603536
02/01/2017 09:50,19.5,85,1199,494,705,787.9666319
02/01/2017 10:00,19.7,84,1260,515,745,788.6971325
02/01/2017 10:10,19.8,83,1390,557,833,787.6654213
02/01/2017 10:20,20.1,81,1450,582,868,790.3759235
02/01/2017 10:30,20.3,81,1504,608,896,788.7628194
02/01/2017 10:40,20.4,80,1529,631,898,794.030304
02/01/2017 10:50,20.8,78,1548,644,904,805.8251224
02/01/2017 11:00,21.2,77,1590,670,920,803.2105732
02/01/2017 11:10,21.4,75,1608,684,924,805.1400041
02/01/2017 11:20,21.7,73,1630,696,934,816.2617439
02/01/2017 11:30,21.9,72,1639,707,932,799.6016251
02/01/2017 11:40,22.1,70,1644,716,928,807.1768657
02/01/2017 11:50,22.2,69,1674,729,945,799.6596085
02/01/2017 12:00,22.5,67,1663,730,933,789.441542
02/01/2017 12:10,22.5,66,1699,747,952,794.0476322
02/01/2017 12:20,22.6,67,1702,753,949,799.0047118
02/01/2017 12:30,22.9,66,1699,754,945,811.8642629
02/01/2017 12:40,22.9,66,1700,750,950,807.2406473
02/01/2017 12:50,22.9,64,1704,752,952,797.4125179
02/01/2017 13:00,23.1,65,1698,738,960,808.6754894
02/01/2017 13:10,23.2,64,1683,730,953,811.0238942
02/01/2017 13:20,23.2,64,1650,722,928,807.7013861
02/01/2017 13:30,23.1,63,1627,708,919,807.5123961
02/01/2017 13:40,22.8,63,1605,693,912,802.9127382
02/01/2017 13:50,22.7,60,1604,686,918,803.4667683
02/01/2017 14:00,22.5,63,1548,661,887,805.4790447
02/01/2017 14:10,22.6,63,1527.5,643.5,884,817.9175689
02/01/2017 14:20,22.5,65,1507,626,881,816.5674161
02/01/2017 14:30,22.4,66,1474,601,873,819.0319257
02/01/2017 14:40,22.5,67,1435,576,859,824.026313
02/01/2017 14:50,22.4,68,1344,536,808,827.4251942
02/01/2017 15:00,22.3,69,1298,508,790,834.7292593
02/01/2017 15:10,22.3,69,1286,488,798,838.1457727
02/01/2017 15:20,22.3,69,1251,463,788,838.4347535
02/01/2017 15:30,22.4,70,1220,437,783,831.9347504
02/01/2017 15:40,22.5,71,1183,407,776,826.0767864
02/01/2017 15:50,22.4,72,1130,376,754,827.9098955
02/01/2017 16:00,22.3,71,1052,339,713,826.8563961
02/01/2017 16:10,22.3,71,1024,310,714,837.1676822
02/01/2017 16:20,22.1,72,924,268,656,854.2906812
02/01/2017 16:30,22.1,73,871,237,634,857.6366981
02/01/2017 16:40,22,74,800,200,600,857.7829543
02/01/2017 16:50,21.7,75,707,165,542,861.1748019
02/01/2017 17:00,21.5,75,587,130,457,860.0346287
02/01/2017 17:10,21.6,75,485,97,388,853.93882
02/01/2017 17:20,21.5,76,361,66,295,847.2647948
02/01/2017 17:30,21.4,75,222,39,183,845.5033571
02/01/2017 17:40,21.3,76,47,16,31,828.2563854
02/01/2017 17:50,21.1,78,6,6,0,821.0203235
02/01/2017 18:00,21,78,1,1,0,802.8293868
02/01/2017 18:10,20.9,78,0,0,0,804.7435092
02/01/2017 18:20,20.8,79,0,0,0,795.3334311
02/01/2017 18:30,20.8,79,0,0,0,794.1385855
02/01/2017 18:40,20.7,80,0,0,0,780.6266122
02/01/2017 18:50,20.7,80,0,0,0,771.0141534
02/01/2017 19:00,20.6,81,0,0,0,776.8065504
02/01/2017 19:10,20.5,82,0,0,0,744.2595948
02/01/2017 19:20,20.3,82,0,0,0,754.597402
02/01/2017 19:30,20.1,81,0,0,0,788.4091708
02/01/2017 19:40,20,83,0,0,0,785.9995332
02/01/2017 19:50,20.2,82,0,0,0,766.7868518
02/01/2017 20:00,20.2,82,0,0,0,757.6524951
02/01/2017 20:10,20.3,82,0,0,0,747.4665926
02/01/2017 20:20,20.2,83,0,0,0,754.4199039
02/01/2017 20:30,20.1,84,0,0,0,753.0407602
02/01/2017 20:40,20,86,0,0,0,741.0767836
02/01/2017 20:50,19.9,86,0,0,0,730.0060892
02/01/2017 21:00,19.9,84,0,0,0,725.2079604
02/01/2017 21:10,19.8,84,0,0,0,730.2640289
02/01/2017 21:20,19.8,84,0,0,0,725.75638
02/01/2017 21:30,19.9,82,0,0,0,725.0804375
02/01/2017 21:40,20,82,0,0,0,722.8224537
02/01/2017 21:50,20,82,0,0,0,725.4107189
02/01/2017 22:00,19.8,84,0,0,0,721.5794488
02/01/2017 22:10,19.8,84,0,0,0,725.1765099
02/01/2017 22:20,19.8,85,0,0,0,724.698153
02/01/2017 22:30,19.7,85,0,0,0,722.0547294
02/01/2017 22:40,19.6,86,0,0,0,711.9188
02/01/2017 22:50,19.6,85,0,0,0,712.3492938
02/01/2017 23:00,19.6,85,0,0,0,722.5159207
02/01/2017 23:10,19.5,85,0,0,0,724.2251598
02/01/2017 23:20,19.4,86,0,0,0,720.9266074
02/01/2017 23:30,19.3,86,0,0,0,720.5681141
02/01/2017 23:40,19.3,85,0,0,0,729.5101901
02/01/2017 23:50,19.3,85,0,0,0,726.3381367
03/01/2017 00:00,19.4,86,0,0,0,730.6636298
03/01/2017 00:10,19.5,89,0,0,0,736.3011709
03/01/2017 00:20,19.4,90,0,0,0,734.4006248
03/01/2017 00:30,19.2,89,0,0,0,729.6026603
03/01/2017 00:40,19.1,89,0,0,0,732.046459
03/01/2017 00:50,19.3,89,0,0,0,726.5507472
03/01/2017 01:00,19.1,90,0,0,0,732.4752349
03/01/2017 01:10,19.1,88,0,0,0,730.9119132
03/01/2017 01:20,19.1,87,0,0,0,732.6604134
03/01/2017 01:30,19.3,85,0,0,0,727.703091
03/01/2017 01:40,19.3,86,0,0,0,728.8485878
03/01/2017 01:50,19.3,87,0,0,0,732.1745067
03/01/2017 02:00,19.3,86,0,0,0,734.8408306
03/01/2017 02:10,19.3,85.5,0,0,0,728.8375527
03/01/2017 02:20,19.3,85,0,0,0,724.4210854
03/01/2017 02:30,19.3,85,0,0,0,728.2199752
03/01/2017 02:40,19.3,86,0,0,0,725.6316464
03/01/2017 02:50,19.4,84,0,0,0,727.2233767
03/01/2017 03:00,19.4,84,0,0,0,724.405516
03/01/2017 03:10,19.4,84,0,0,0,720.7281135
03/01/2017 03:20,19.4,85,0,0,0,720.2738623
03/01/2017 03:30,19.4,84,0,0,0,713.7420694
03/01/2017 03:40,19.4,85,0,0,0,726.2272132
03/01/2017 03:50,19.4,85,0,0,0,727.2334716
03/01/2017 04:00,19.3,85,0,0,0,719.7015751
03/01/2017 04:10,19.3,85,0,0,0,723.0447882
03/01/2017 04:20,19.3,85,0,0,0,721.6291498
03/01/2017 04:30,19.3,86,0,0,0,718.0666835
03/01/2017 04:40,19.2,86,0,0,0,721.2121622
03/01/2017 04:50,19.1,87,0,0,0,708.3479123
03/01/2017 05:00,19.1,87,1,0,1,721.8714495
03/01/2017 05:10,19.1,87,0,0,0,717.3005659
03/01/2017 05:20,19,87,0,0,0,715.6215932
03/01/2017 05:30,19,86,0,0,0,713.9120465
03/01/2017 05:40,19,87,0,0,0,713.3371739
03/01/2017 05:50,19.1,87,0,0,0,721.4058287
03/01/2017 06:00,19.1,88,1,0,1,731.9041206
03/01/2017 06:10,19.2,88,0,0,0,763.5628867
03/01/2017 06:20,19.1,87,0,0,0,770.2356356
03/01/2017 06:30,19.2,87,1,0,1,754.6008401
03/01/2017 06:40,19.2,87,1,0,1,746.3485396
03/01/2017 06:50,19.3,85,1,0,1,755.3367507
03/01/2017 07:00,19.4,81,1,0,1,776.9453686
03/01/2017 07:10,19.4,83,6,6,0,816.9347769
03/01/2017 07:20,19.3,87,16,16,0,820.7237812
03/01/2017 07:30,19.3,87,34,31,3,807.05219
03/01/2017 07:40,19.3,88,143,71,72,804.4834864
03/01/2017 07:50,19.4,88,231,85,146,818.0304461
03/01/2017 08:00,19.4,88,360,125,235,863.5170202
03/01/2017 08:10,19.4,89,449,153,296,918.8677609
03/01/2017 08:20,19.5,87,522,186,336,980.2709759
03/01/2017 08:30,19.6,87,428,183,245,1215.265659
03/01/2017 08:40,19.6,88,706,263,443,2070.203913
03/01/2017 08:50,19.8,85,777,299,478,2105.470026
03/01/2017 09:00,19.9,86,812,328,484,2029.023482
03/01/2017 09:10,20.1,84,886,366,520,1901.737656
03/01/2017 09:20,20.3,83,928,390,538,1757.787973
03/01/2017 09:30,20.4,83,1005,425,580,1692.992806
03/01/2017 09:40,20.6,82,1061,457,604,1662.09228
03/01/2017 09:50,20.7,82,736,382,354,1668.123593
03/01/2017 10:00,20.8,81,1023,494,529,1684.64297
03/01/2017 10:10,20.8,81,428,330,98,1684.092679
03/01/2017 10:20,20.8,79,419,326,93,1691.534682
03/01/2017 10:30,20.8,81,1057,621,436,1732.679121
03/01/2017 10:40,20.8,80,1083,580,503,1688.800393
03/01/2017 10:50,20.8,81,359,332,27,1716.059571
03/01/2017 11:00,20.8,80,284,282,2,1715.244019
03/01/2017 11:10,20.8,80,202,202,0,1713.547307
03/01/2017 11:20,20.7,79,252,252,0,1708.829119
03/01/2017 11:30,20.4,81,193,193,0,1690.547575
03/01/2017 11:40,20.3,82,296,293,3,1692.156406
03/01/2017 11:50,20.2,82,270,270,0,1681.376699
03/01/2017 12:00,20,81,138,138,0,1662.808152
03/01/2017 12:10,20.1,81,147,147,0,1653.765034
03/01/2017 12:20,20.1,81,258,256,2,1662.788615
03/01/2017 12:30,20.1,81,274,272,2,1641.006817
03/01/2017 12:40,20.5,79,623,455,168,1628.958313
03/01/2017 12:50,20.9,78,591,474,117,1638.342398
03/01/2017 13:00,20.9,77,1388,809,579,1708.149394
03/01/2017 13:10,21.1,77,1052,693,359,1690.04705
03/01/2017 13:20,21.2,76,397,368,29,1695.689197
03/01/2017 13:30,21.2,76,919,612,307,1699.10585
03/01/2017 13:40,21.2,77,241,241,0,1653.960707
03/01/2017 13:50,21.2,77,619,444,175,1645.670011
03/01/2017 14:00,21.3,78,299,298,1,1652.769203
03/01/2017 14:10,21.2,79,371,364,7,1648.980234
03/01/2017 14:20,21.2,78,303,302,1,1656.484432
03/01/2017 14:30,21.2,79,335,333,2,1654.358807
03/01/2017 14:40,21,78,386,373,13,1682.198961
03/01/2017 14:50,21,78,648,479,169,1703.9744
03/01/2017 15:00,21,79,1052,582,470,1719.810788
03/01/2017 15:10,21,79,848,492,356,1728.41556
03/01/2017 15:20,20.9,79,576,366,210,1740.161925
03/01/2017 15:30,20.9,78,650,354,296,1744.405649
03/01/2017 15:40,20.9,78,709,352,357,1749.790404
03/01/2017 15:50,20.9,79,811,375,436,1776.897054
03/01/2017 16:00,20.9,79,496,278,218,1792.949333
03/01/2017 16:10,20.9,78,697,296,401,1800.933404
03/01/2017 16:20,20.9,79,648,242,406,1789.44015
03/01/2017 16:30,20.8,78,572,217,355,1801.014863
03/01/2017 16:40,20.7,79,99,93,6,1818.518823
03/01/2017 16:50,20.6,80,355,124,231,1811.387155
03/01/2017 17:00,20.4,81,59,59,0,1801.495498
03/01/2017 17:10,20.4,81,167,64,103,1783.65254
03/01/2017 17:20,20.4,81,36,34,2,1781.919732
03/01/2017 17:30,20.3,80,28,23,5,1764.874218
03/01/2017 17:40,20.2,82,20,12,8,1746.990735
03/01/2017 17:50,20.1,81,10,6,4,1713.744662
03/01/2017 18:00,20.1,82,0,0,0,1687.074256
03/01/2017 18:10,20.1,82,0,0,0,1650.13277
03/01/2017 18:20,20.1,82,0,0,0,1641.019618
03/01/2017 18:30,19.9,84,0,0,0,1634.100141
03/01/2017 18:40,19.9,84,0,0,0,1570.076374
03/01/2017 18:50,19.9,84,0,0,0,1604.918862
03/01/2017 19:00,19.9,85,0,0,0,1594.527213
03/01/2017 19:10,19.9,85,0,0,0,1324.206229
03/01/2017 19:20,19.9,85,0,0,0,796.1078566
03/01/2017 19:30,19.9,85,0,0,0,831.8161465
03/01/2017 19:40,19.9,85,0,0,0,842.8388223
03/01/2017 19:50,19.9,85,0,0,0,870.5751544
03/01/2017 20:00,19.8,86,0,0,0,877.8768662
03/01/2017 20:10,19.9,85,0,0,0,870.2945427
03/01/2017 20:20,19.8,85,0,0,0,840.6292136
03/01/2017 20:30,19.8,85,0,0,0,826.2277978
03/01/2017 20:40,19.8,85,0,0,0,818.6009296
03/01/2017 20:50,19.8,85,0,0,0,795.9734962
03/01/2017 21:00,19.8,85,0,0,0,771.8314531
03/01/2017 21:10,19.8,85,0,0,0,746.2066909
03/01/2017 21:20,19.8,85,0,0,0,775.3273479
03/01/2017 21:30,19.8,85,0,0,0,798.1871817
03/01/2017 21:40,19.8,84,0,0,0,777.7376052
03/01/2017 21:50,19.8,84,0,0,0,757.1869213
03/01/2017 22:00,19.8,84,0,0,0,744.7674242
03/01/2017 22:10,19.8,84,0,0,0,746.1998223
03/01/2017 22:20,19.8,83,0,0,0,746.4723305
03/01/2017 22:30,19.8,84,0,0,0,741.1501239
03/01/2017 22:40,19.8,83,0,0,0,741.8304491
03/01/2017 22:50,19.8,83,0,0,0,738.9010109
03/01/2017 23:00,19.7,84,0,0,0,738.5702916
03/01/2017 23:10,19.7,84,0,0,0,720.2091267
03/01/2017 23:20,19.7,84,0,0,0,724.5725519
03/01/2017 23:30,19.6,84,0,0,0,722.2577509
03/01/2017 23:40,19.6,84,0,0,0,723.19514
03/01/2017 23:50,19.6,84,0,0,0,729.7284917
04/01/2017 00:00,19.5,84,0,0,0,740.7250331
04/01/2017 00:10,19.4,84,0,0,0,733.1904554
04/01/2017 00:20,19.4,83,0,0,0,726.6508738
04/01/2017 00:30,19.4,84,0,0,0,729.7454281
04/01/2017 00:40,19.4,82,0,0,0,727.8697171
04/01/2017 00:50,19.4,83,0,0,0,729.11168
04/01/2017 01:00,19.4,83,0,0,0,734.2745963
04/01/2017 01:10,19.3,84,0,0,0,735.1239428
04/01/2017 01:20,19.3,84,0,0,0,730.5001836
04/01/2017 01:30,19.3,84,0,0,0,733.6402082
04/01/2017 01:40,19.3,84,0,0,0,724.3621226
04/01/2017 01:50,19.2,84,0,0,0,723.26432
04/01/2017 02:00,19.3,84,0,0,0,726.3417254
04/01/2017 02:10,19.2,84,0,0,0,727.4299936
04/01/2017 02:20,19.3,84,0,0,0,726.5531407
04/01/2017 02:30,19.3,85,0,0,0,726.9319542
04/01/2017 02:40,19.2,84,0,0,0,725.5683531
04/01/2017 02:50,19.1,85,0,0,0,721.896846
04/01/2017 03:00,19.1,84,0,0,0,726.2173542
04/01/2017 03:10,19.1,84,0,0,0,729.3247122
04/01/2017 03:20,19.1,83,0,0,0,697.5057618
04/01/2017 03:30,19.1,84,0,0,0,687.312373
04/01/2017 03:40,19.1,84,0,0,0,694.2120122
04/01/2017 03:50,19.1,85,0,0,0,705.0949734
04/01/2017 04:00,19.1,85,0,0,0,697.0030963
04/01/2017 04:10,19,85,0,0,0,701.891548
04/01/2017 04:20,18.9,85,0,0,0,703.9381949
04/01/2017 04:30,18.9,85,0,0,0,699.4037815
04/01/2017 04:40,18.8,85,0,0,0,700.6414448
04/01/2017 04:50,18.8,84,0,0,0,695.4809798
04/01/2017 05:00,18.7,84,0,0,0,702.4663426
04/01/2017 05:10,18.75,84,0.5,0,0.5,709.8392918
04/01/2017 05:20,18.8,84,1,0,1,702.0547103
04/01/2017 05:30,18.8,84,0,0,0,702.3481341
04/01/2017 05:40,18.9,83,0,0,0,703.2370759
04/01/2017 05:50,18.9,84,0,0,0,705.1513794
04/01/2017 06:00,18.9,84,0,0,0,725.94104
04/01/2017 06:10,18.8,84,0,0,0,751.2303218
04/01/2017 06:20,18.8,84,0,0,0,747.226692
04/01/2017 06:30,18.9,84,1,0,1,737.3312259
04/01/2017 06:40,18.9,83,0,0,0,735.9815956
04/01/2017 06:50,18.9,84,0,0,0,736.8423286
04/01/2017 07:00,18.9,84,2,2,0,745.427909
04/01/2017 07:10,18.9,83,7,7,0,779.7191837
04/01/2017 07:20,19,82,19,18,1,786.1719557
04/01/2017 07:30,19,82,30,29,1,777.6838616
04/01/2017 07:40,19,83,48,48,0,776.6639648
04/01/2017 07:50,19,82,63,63,0,781.6755843
