,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
1151,20177,"Shawnee County, KS",74844,35959,37226,76766,33926,35934,-1267,-2008,0
1152,20179,"Sheridan County, KS",1320,165,1136,1374,127,1197,-971,-1070,0
1153,20181,"Sherman County, KS",2606,575,1967,2612,347,2089,-1392,-1742,0
1154,20183,"Smith County, KS",1983,345,1598,2042,297,1661,-1253,-1364,0
1155,20185,"Stafford County, KS",1833,403,1382,1896,304,1490,-979,-1186,0
1156,20187,"Stanton County, KS",713,135,571,637,115,492,-436,-377,0
1157,20189,"Stevens County, KS",1998,241,1724,1891,220,1599,-1483,-1379,0
1158,20191,"Sumner County, KS",8989,2617,6162,9722,2076,6984,-3545,-4908,0
1159,20193,"Thomas County, KS",3388,576,2729,3576,473,2908,-2153,-2435,0
1160,20195,"Trego County, KS",1544,289,1230,1482,198,1227,-941,-1029,0
1161,20197,"Wabaunsee County, KS",3229,908,2230,3380,776,2372,-1322,-1596,0
1162,20199,"Wallace County, KS",781,68,702,798,46,721,-634,-675,0
1163,20201,"Washington County, KS",2863,515,2300,2765,387,2194,-1785,-1807,0
1164,20203,"Wichita County, KS",987,157,821,956,140,769,-664,-629,0
1165,20205,"Wilson County, KS",3699,813,2812,3591,594,2788,-1999,-2194,0
1166,20207,"Woodson County, KS",1435,377,1030,1443,273,1082,-653,-809,0
1167,20209,"Wyandotte County, KS",49422,33265,15273,49243,30146,15806,17992,14340,0
1168,23001,"Androscoggin County, ME",52539,28912,22210,55601,23009,28227,6702,-5218,1
1169,23003,"Aroostook County, ME",33866,17844,15229,35097,13386,19419,2615,-6033,1
1170,23005,"Cumberland County, ME",166895,100977,57008,171818,102981,57709,43969,45272,0
1171,23007,"Franklin County, ME",16112,9292,6305,16488,7016,7918,2987,-902,1
1172,23009,"Hancock County, ME",30738,17533,12398,32130,16117,13705,5135,2412,0
1173,23011,"Kennebec County, ME",63225,35022,26506,66208,29302,31675,8516,-2373,1
1174,23013,"Knox County, ME",22002,13227,8262,23147,12443,9148,4965,3295,0
1175,23015,"Lincoln County, ME",20668,11298,8884,21503,10241,9727,2414,514,0
1176,23017,"Oxford County, ME",28734,16052,11766,31201,12172,16210,4286,-4038,1
1177,23019,"Penobscot County, ME",77171,38816,36592,80540,32838,41622,2224,-8784,1
1178,23021,"Piscataquis County, ME",8990,4168,4577,9182,3098,5406,-409,-2308,0
1179,23023,"Sagadahoc County, ME",20734,11821,8429,21616,10664,9304,3392,1360,0
1180,23025,"Somerset County, ME",24705,12211,11798,26064,9092,15001,413,-5909,1
1181,23027,"Waldo County, ME",20976,11292,9055,22707,10440,10378,2237,62,0
1182,23029,"Washington County, ME",15756,7797,7539,16365,6075,9093,258,-3018,1
1183,23031,"York County, ME",107627,61492,43879,114274,55844,50403,17613,5441,0
1184,36001,"Albany County, NY",125531,80891,42029,139830,83077,47810,38862,35267,0
1185,36003,"Allegany County, NY",15601,5658,9609,18692,4882,12525,-3951,-7643,0
1186,36005,"Bronx County, NY",316047,288378,26304,399522,353646,37797,262074,315849,0
1187,36047,"Kings County, NY",618035,503291,108630,805605,640553,141044,394661,499509,0
1188,36007,"Broome County, NY",75244,38315,34878,86072,39212,40943,3437,-1731,1
1189,36009,"Cattaraugus County, NY",27608,11695,15406,31161,9497,19692,-3711,-10195,0
1190,36011,"Cayuga County, NY",26073,14162,11355,33172,13522,17384,2807,-3862,1
1191,36013,"Chautauqua County, NY",48434,21815,25795,54234,19091,31594,-3980,-12503,0
1192,36015,"Chemung County, NY",31981,15285,16207,36119,13757,20097,-922,-6340,0
1193,36017,"Chenango County, NY",17655,8340,8933,20160,6775,11921,-593,-5146,0
1194,36019,"Clinton County, NY",27622,17123,10054,32105,15059,14449,7069,610,0
1195,36021,"Columbia County, NY",26008,14244,11194,30902,15284,13756,3050,1528,0
1196,36023,"Cortland County, NY",17698,9445,7886,20244,8771,9900,1559,-1129,1
1197,36025,"Delaware County, NY",16916,7469,9085,19792,6627,11942,-1616,-5315,0
1198,36027,"Dutchess County, NY",114142,59885,52320,130934,62261,61797,7565,464,0
1199,36029,"Erie County, NY",386665,220184,159678,423625,215456,188303,60506,27153,0
1200,36031,"Essex County, NY",15577,8835,6495,17218,7762,7958,2340,-196,1
1201,36033,"Franklin County, NY",14537,9065,5248,16952,7297,8221,3817,-924,1
1202,36035,"Fulton County, NY",18040,7916,9811,21214,6496,13462,-1895,-6966,0
1203,36037,"Genesee County, NY",23079,8886,13701,26432,7650,16915,-4815,-9265,0
1204,36039,"Greene County, NY",18263,7911,9935,22050,7405,13073,-2024,-5668,0
1205,36041,"Hamilton County, NY",2655,955,1652,3225,949,2064,-697,-1115,0
1206,36043,"Herkimer County, NY",23290,10433,12389,26255,8083,16699,-1956,-8616,0
1207,36045,"Jefferson County, NY",32051,15345,16279,38236,13809,21763,-934,-7954,0
1208,36049,"Lewis County, NY",9481,4263,5083,11325,3146,7400,-820,-4254,0
1209,36051,"Livingston County, NY",24606,10889,13210,30031,10697,17290,-2321,-6593,0
1210,36053,"Madison County, NY",25865,12698,12611,30064,11667,15936,87,-4269,1
1211,36061,"New York County, NY",496293,417861,72300,668939,579013,64929,345561,514084,0
1212,36055,"Monroe County, NY",308925,178491,124769,347790,188592,136582,53722,52010,0
1213,36057,"Montgomery County, NY",16784,7881,8622,19054,6595,11301,-741,-4706,0
1214,36059,"Nassau County, NY",460824,243649,212882,647122,332154,292025,30767,40129,0
1215,36063,"Niagara County, NY",82720,40862,40397,92402,35559,51961,465,-16402,1
1216,36065,"Oneida County, NY",80429,37388,41639,91009,33743,51437,-4251,-17694,0
1217,36067,"Onondaga County, NY",188787,112664,72807,208440,112337,83649,39857,28688,0
1218,36069,"Ontario County, NY",44144,21285,21998,52258,22233,26029,-713,-3796,0
1219,36071,"Orange County, NY",130494,67709,60984,152021,68278,76645,6725,-8367,1
1220,36073,"Orleans County, NY",13756,5411,8076,16380,4470,10936,-2665,-6466,0
1221,36075,"Oswego County, NY",41133,21733,18503,48180,17095,27688,3230,-10593,1
1222,36077,"Otsego County, NY",21938,10975,10527,25668,10451,13308,448,-2857,1
1223,36079,"Putnam County, NY",40883,17851,22436,48563,19366,27024,-4585,-7658,0
1224,36081,"Queens County, NY",507722,399970,103193,686393,517220,149341,296777,367879,0
1225,36083,"Rensselaer County, NY",63332,34713,27240,71562,32717,33726,7473,-1009,1
1226,36087,"Rockland County, NY",114500,60446,52936,135087,69342,60911,7510,8431,0
1227,36089,"St. Lawrence County, NY",34023,19574,13914,39158,16488,19942,5660,-3454,1
1228,36091,"Saratoga County, NY",97502,48876,46829,114094,50913,54575,2047,-3662,1
1229,36093,"Schenectady County, NY",59614,33777,24608,67280,33747,28953,9169,4794,0
1230,36095,"Schoharie County, NY",11943,4862,6849,14050,4240,8831,-1987,-4591,0
1231,36097,"Schuyler County, NY",7464,3354,3942,8772,3091,5050,-588,-1959,0
1232,36099,"Seneca County, NY",12148,6526,5405,13980,5697,7236,1121,-1539,1
1233,36085,"Richmond County, NY",135283,67524,66420,180960,74143,101437,1104,-27294,1
1234,36101,"Steuben County, NY",35659,14586,20425,42002,12526,26831,-5839,-14305,0
1235,36103,"Suffolk County, NY",540653,274830,259348,681254,303951,350570,15482,-46619,1
1236,36105,"Sullivan County, NY",25322,13781,11148,29955,12568,15931,2633,-3363,1
1237,36107,"Tioga County, NY",19977,8263,11278,22299,7526,13260,-3015,-5734,0
1238,36109,"Tompkins County, NY",35825,24447,10202,42678,28890,10371,14245,18519,0
1239,36111,"Ulster County, NY",72193,43164,27340,85290,44597,35239,15824,9358,0
1240,36113,"Warren County, NY",26220,13112,12571,31408,13091,15751,541,-2660,1
1241,36115,"Washington County, NY",21263,10596,10254,24528,9098,13610,342,-4512,1
1242,36117,"Wayne County, NY",34127,15136,18315,39687,13473,23380,-3179,-9907,0
1243,36119,"Westchester County, NY",284731,171908,108707,420655,272926,131238,63201,141688,0
1244,36121,"Wyoming County, NY",15230,5224,9726,17298,3904,12442,-4502,-8538,0
1245,36123,"Yates County, NY",8437,4021,4270,10066,3659,5660,-249,-2001,0
1246,9001,"Fairfield County, CT",390611,214757,172238,421209,243852,160077,42519,83775,0
1247,9003,"Hartford County, CT",392485,244314,143648,406864,240403,148173,100666,92230,0
1248,9005,"Litchfield County, CT",92404,43823,47207,97442,39775,53051,-3384,-13276,0
1249,9007,"Middlesex County, CT",83447,47851,34533,88624,45357,38867,13318,6490,0
1250,9009,"New Haven County, CT",371783,230040,137942,379006,205609,159048,92098,46561,0
1251,9011,"New London County, CT",114043,66510,45715,123528,62278,54058,20795,8220,0
1252,9013,"Tolland County, CT",70780,39283,30391,77424,38506,34194,8892,4312,0
1253,9015,"Windham County, CT",46634,25953,19758,50823,21792,25747,6195,-3955,1
1254,41001,"Baker County, OR",8351,2364,5692,8779,1797,6218,-3328,-4421,0
1255,41003,"Benton County, OR",44262,27662,14922,48753,29193,13445,12740,15748,0
1256,41005,"Clackamas County, OR",185812,94159,87647,214039,102095,88392,6512,13703,0
1257,41007,"Clatsop County, OR",17206,9616,7101,19664,9252,8138,2515,1114,0
1258,41009,"Columbia County, OR",23298,11843,10645,26618,10167,13217,1198,-3050,1
1259,41011,"Coos County, OR",27926,12628,14398,31313,10448,17865,-1770,-7417,0
1260,41013,"Crook County, OR",10109,3081,6769,12172,2637,8511,-3688,-5874,0
1261,41015,"Curry County, OR",11529,4611,6577,12611,4300,7212,-1966,-2912,0
1262,41017,"Deschutes County, OR",77441,34985,40670,98557,42444,45692,-5685,-3248,0
1263,41019,"Douglas County, OR",49062,17032,30588,53521,14096,34582,-13556,-20486,0
1264,41021,"Gilliam County, OR",1044,371,637,1019,239,671,-266,-432,0
1265,41023,"Grant County, OR",3778,834,2848,4340,739,3210,-2014,-2471,0
1266,41025,"Harney County, OR",3535,829,2599,3974,683,2912,-1770,-2229,0
1267,41027,"Hood River County, OR",9662,5977,3400,10910,6510,3272,2577,3238,0
1268,41029,"Jackson County, OR",91955,42341,46974,109327,44447,53870,-4633,-9423,0
1269,41031,"Jefferson County, OR",7978,3238,4576,9459,2980,5483,-1338,-2503,0
1270,41033,"Josephine County, OR",39679,14929,23636,44560,13453,26923,-8707,-13470,0
1271,41035,"Klamath County, OR",27530,8140,18654,30507,7210,20435,-10514,-13225,0
1272,41037,"Lake County, OR",3676,769,2801,3930,639,3022,-2032,-2383,0
1273,41039,"Lane County, OR",166176,99891,60979,191950,102753,67141,38912,35612,0
1274,41041,"Lincoln County, OR",22612,13277,8623,25256,12501,10039,4654,2462,0
1275,41043,"Linn County, OR",49987,19893,28482,58719,17995,33488,-8589,-15493,0
1276,41045,"Malheur County, OR",9711,2701,6751,10435,2246,7194,-4050,-4948,0
1277,41047,"Marion County, OR",115519,54337,58435,136840,57788,63377,-4098,-5589,0
1278,41049,"Morrow County, OR",3838,1189,2524,4167,1017,2721,-1335,-1704,0
1279,41051,"Multnomah County, OR",350952,265938,73306,399103,292561,67954,192632,224607,0
1280,41053,"Polk County, OR",33996,15761,17377,40295,16420,18940,-1616,-2520,0
1281,41055,"Sherman County, OR",1019,317,677,1017,202,732,-360,-530,0
1282,41057,"Tillamook County, OR",12346,6249,5670,13803,5768,6538,579,-770,1
1283,41059,"Umatilla County, OR",24623,8499,15425,27597,7673,17059,-6926,-9386,0
1284,41061,"Union County, OR",11905,3943,7608,12968,3249,8431,-3665,-5182,0
1285,41063,"Wallowa County, OR",4152,1252,2796,4366,1116,2848,-1544,-1732,0
1286,41065,"Wasco County, OR",10550,5066,5152,11964,4781,5833,-86,-1052,0
1287,41067,"Washington County, OR",216473,124431,86551,269232,153251,83197,37880,70054,0
1288,41069,"Wheeler County, OR",841,262,542,818,155,591,-280,-436,0
1289,41071,"Yamhill County, OR",41750,18906,21711,48753,19301,23250,-2805,-3949,0
1290,53001,"Adams County, WA",4707,1516,3111,4782,1299,3083,-1595,-1784,0
1291,53003,"Asotin County, WA",9883,3993,5647,9974,3134,5741,-1654,-2607,0
1292,53005,"Benton County, WA",78874,27846,49105,83592,26360,47194,-21259,-20834,0
1293,53007,"Chelan County, WA",31899,12938,18237,34433,13032,18114,-5299,-5082,0
1294,53009,"Clallam County, WA",37687,18383,18273,40533,17677,18794,110,-1117,1
1295,53011,"Clark County, WA",183728,89817,89696,208485,92757,92441,121,316,0
1296,53013,"Columbia County, WA",2222,634,1545,2229,526,1497,-911,-971,0
1297,53015,"Cowlitz County, WA",44173,22507,20538,47142,17908,24185,1969,-6277,1
1298,53017,"Douglas County, WA",14678,5047,9287,15901,4918,9603,-4240,-4685,0
1299,53019,"Ferry County, WA",3391,1276,1966,3644,1098,2202,-690,-1104,0
1300,53021,"Franklin County, WA",19675,7332,11912,24614,8886,13206,-4580,-4320,0
1301,53023,"Garfield County, WA",1275,335,912,1266,279,851,-577,-572,0
1302,53025,"Grant County, WA",27250,8834,17677,29258,7810,18518,-8843,-10708,0
1303,53027,"Grays Harbor County, WA",28224,15692,11743,29301,12020,14067,3949,-2047,1
1304,53029,"Island County, WA",41319,21080,19251,44273,20960,18465,1829,2495,0
1305,53031,"Jefferson County, WA",18717,11985,6113,20879,12656,6037,5872,6619,0
1306,53033,"King County, WA",879643,605247,254293,1028450,718322,216339,350954,501983,0
1307,53035,"Kitsap County, WA",112496,61187,48454,128770,63156,49018,12733,14138,0
1308,53037,"Kittitas County, WA",15152,6462,8372,19615,7489,10100,-1910,-2611,0
1309,53039,"Klickitat County, WA",9861,4373,5138,11074,4194,5789,-765,-1595,0
1310,53041,"Lewis County, WA",26348,9772,15954,35199,9654,21992,-6182,-12338,0
1311,53043,"Lincoln County, WA",5804,1649,4024,5861,1244,4108,-2375,-2864,0
1312,53045,"Mason County, WA",27897,14568,12637,29003,11993,13677,1931,-1684,1
1313,53047,"Okanogan County, WA",12781,5259,7151,17556,6298,9610,-1892,-3312,0
1314,53049,"Pacific County, WA",10477,5684,4484,10972,4620,5360,1200,-740,1
1315,53051,"Pend Oreille County, WA",6649,2501,3942,7016,1934,4373,-1441,-2439,0
1316,53053,"Pierce County, WA",340027,184694,147422,360017,172538,146824,37272,25714,0
1317,53055,"San Juan County, WA",10345,6943,3061,11134,7172,2688,3882,4484,0
1318,53057,"Skagit County, WA",47989,24860,21930,58059,26690,24736,2930,1954,0
1319,53059,"Skamania County, WA",5326,2554,2624,5829,2232,2928,-70,-696,0
1320,53061,"Snohomish County, WA",305024,173695,123948,354734,185227,128255,49747,56972,0
1321,53063,"Spokane County, WA",212286,96781,109754,236050,93767,113435,-12973,-19668,0
1322,53065,"Stevens County, WA",18703,6521,11655,23395,5767,15161,-5134,-9394,0
1323,53067,"Thurston County, WA",111652,64879,43703,134191,68798,48624,21176,20174,0
1324,53069,"Wahkiakum County, WA",2285,1091,1115,2429,832,1344,-24,-512,0
1325,53071,"Walla Walla County, WA",18577,7083,11057,26228,9694,13651,-3974,-3957,0
1326,53073,"Whatcom County, WA",91158,49743,38764,113339,60340,40599,10979,19741,0
1327,53075,"Whitman County, WA",14851,6910,7460,18028,8146,7403,-550,743,0
1328,53077,"Yakima County, WA",68466,28761,38414,79741,31291,41735,-9653,-10444,0
1329,55001,"Adams County, WI",10263,5537,4643,10130,3745,5966,894,-2221,1
1330,55003,"Ashland County, WI",8342,5387,2816,8032,4226,3303,2571,923,0
1331,55005,"Barron County, WI",22583,10883,11413,22671,7889,13614,-530,-5725,0
1332,55007,"Bayfield County, WI",9759,6025,3597,9612,4953,4124,2428,829,0
1333,55009,"Brown County, WI",128514,62433,64738,129011,53382,67210,-2305,-13828,0
1334,55011,"Buffalo County, WI",7008,3569,3352,6981,2525,4048,217,-1523,1
1335,55013,"Burnett County, WI",8634,3981,4541,8738,2949,5410,-560,-2461,0
1336,55015,"Calumet County, WI",26336,11477,14519,26595,9642,15367,-3042,-5725,0
1337,55017,"Chippewa County, WI",30914,15211,15371,31568,11887,17916,-160,-6029,0
1338,55019,"Clark County, WI",13740,6173,7394,13673,4221,8652,-1221,-4431,0
1339,55021,"Columbia County, WI",30460,17158,13014,29698,13528,14163,4144,-635,1
1340,55023,"Crawford County, WI",7791,4622,3064,7728,3419,3836,1558,-417,1
1341,55025,"Dane County, WI",302845,215389,83459,309354,217697,71275,131930,146422,0
1342,55027,"Dodge County, WI",44379,18745,25190,43078,13968,26635,-6445,-12667,0
1343,55029,"Door County, WI",17607,9338,8109,17592,8014,8580,1229,-566,1
1344,55031,"Douglas County, WI",22862,14855,7698,22536,11357,9661,7157,1696,0
1345,55033,"Dunn County, WI",21899,11303,10210,22106,9034,11486,1093,-2452,1
1346,55035,"Eau Claire County, WI",54595,30618,23218,55025,27340,23331,7400,4009,0
1347,55037,"Florence County, WI",2615,952,1643,2656,665,1898,-691,-1233,0
1348,55039,"Fond du Lac County, WI",53272,22356,30329,51796,17387,31022,-7973,-13635,0
1349,55041,"Forest County, WI",4643,2421,2172,4545,1579,2787,249,-1208,1
1350,55043,"Grant County, WI",24160,13574,10255,24368,10051,12350,3319,-2299,1
1351,55045,"Green County, WI",19302,11196,7848,18985,9122,8693,3348,429,0
1352,55047,"Green Lake County, WI",9657,3790,5779,9416,2693,6216,-1989,-3523,0
1353,55049,"Iowa County, WI",12515,8099,4302,12275,6669,4809,3797,1860,0
1354,55051,"Iron County, WI",3620,1783,1788,3513,1275,2081,-5,-806,0
1355,55053,"Jackson County, WI",9290,5297,3900,9267,3818,4906,1397,-1088,1
1356,55055,"Jefferson County, WI",44136,20136,23489,43109,16569,23417,-3353,-6848,0
1357,55057,"Juneau County, WI",11781,6237,5400,11735,4073,7130,837,-3057,1
1358,55059,"Kenosha County, WI",80661,44838,34942,76304,35799,36037,9896,-238,1
1359,55061,"Kewaunee County, WI",11018,5151,5746,10767,3627,6618,-595,-2991,0
1360,55063,"La Crosse County, WI",63212,36632,25711,63674,32406,26378,10921,6028,0
1361,55065,"Lafayette County, WI",7928,4534,3313,7662,3288,3977,1221,-689,1
1362,55067,"Langlade County, WI",10482,4569,5810,10186,3250,6478,-1241,-3228,0
1363,55069,"Lincoln County, WI",15152,7543,7444,14712,5371,8401,99,-3030,1
1364,55071,"Manitowoc County, WI",42488,20382,21581,40786,14538,23244,-1199,-8706,0
1365,55073,"Marathon County, WI",69637,32330,36568,69518,26481,39014,-4238,-12533,0
1366,55075,"Marinette County, WI",20712,9868,10609,20343,6409,13122,-741,-6713,0
1367,55077,"Marquette County, WI",7944,4112,3758,7891,2808,4709,354,-1901,1
1368,55078,"Menominee County, WI",1376,1191,179,1308,1002,267,1012,735,0
1369,55079,"Milwaukee County, WI",490944,328090,158430,441053,288822,126069,169660,162753,0
1370,55081,"Monroe County, WI",19389,9505,9637,19699,7052,11356,-132,-4304,0
1371,55083,"Oconto County, WI",19727,8810,10691,20206,5940,13345,-1881,-7405,0
1372,55085,"Oneida County, WI",21577,10439,10905,21531,8109,12132,-466,-4023,0
1373,55087,"Outagamie County, WI",94237,45565,47294,93933,38068,49879,-1729,-11811,0
1374,55089,"Ozaukee County, WI",55565,19075,35991,54560,20170,30464,-16916,-10294,0
1375,55091,"Pepin County, WI",3696,1875,1793,3735,1344,2206,82,-862,1
1376,55093,"Pierce County, WI",20920,10213,10383,21376,8399,11272,-170,-2873,0
1377,55095,"Polk County, WI",22494,10054,12075,22745,7565,13810,-2021,-6245,0
1378,55097,"Portage County, WI",39186,22052,16599,38589,18529,17305,5453,1224,0
1379,55099,"Price County, WI",7870,3882,3879,7568,2667,4559,3,-1892,1
1380,55101,"Racine County, WI",102937,52887,49173,94302,42641,46681,3714,-4040,1
1381,55103,"Richland County, WI",8636,4964,3575,8069,3569,4013,1389,-444,1
1382,55105,"Rock County, WI",80462,49158,30492,76074,39339,31493,18666,7846,0
1383,55107,"Rusk County, WI",7171,3391,3673,7088,2171,4564,-282,-2393,0
1384,55111,"Sauk County, WI",31832,18718,12829,31357,14690,14799,5889,-109,1
1385,55113,"Sawyer County, WI",9003,4482,4436,9137,3503,5185,46,-1682,1
1386,55115,"Shawano County, WI",20222,8990,11017,19810,6068,12769,-2027,-6701,0
1387,55117,"Sheboygan County, WI",63272,28356,34282,59766,23000,32514,-5926,-9514,0
1388,55109,"St. Croix County, WI",46009,19874,25475,47508,17482,26222,-5601,-8740,0
1389,55119,"Taylor County, WI",9486,3761,5597,9471,2393,6579,-1836,-4186,0
1390,55121,"Trempealeau County, WI",13456,7601,5703,13687,5636,7366,1898,-1730,1
1391,55123,"Vernon County, WI",14215,8031,5935,14275,6371,7004,2096,-633,1
1392,55125,"Vilas County, WI",13782,5931,7735,13611,4770,8166,-1804,-3396,0
1393,55127,"Walworth County, WI",52115,22512,28962,51391,18710,28863,-6450,-10153,0
1394,55129,"Washburn County, WI",9242,4435,4692,9193,3282,5436,-257,-2154,0
1395,55131,"Washington County, WI",78558,23136,54709,76757,20852,51740,-31573,-30888,0
1396,55133,"Waukesha County, WI",241084,77617,161567,237593,79224,142543,-83950,-63319,0
1397,55135,"Waupaca County, WI",25801,11565,13989,26095,8451,16209,-2424,-7758,0
1398,55137,"Waushara County, WI",12017,5330,6558,12074,3791,7667,-1228,-3876,0
1399,55139,"Winnebago County, WI",88814,45410,42073,87135,37047,43445,3337,-6398,1
1400,55141,"Wood County, WI",38762,18546,19685,37818,14225,21498,-1139,-7273,0
1401,37001,"Alamance County, NC",66638,28341,37712,71157,29833,38815,-9371,-8982,0
1402,37003,"Alexander County, NC",17060,4591,12207,18271,3767,13893,-7616,-10126,0
1403,37005,"Alleghany County, NC",5025,1574,3378,5315,1306,3814,-1804,-2508,0
